"screen_time_hours","social_media_platforms_used","hours_on_TikTok","sleep_hours","stress_level","mood_score","social_media_category","screen_time_category","sleep_quality","digital_intensity","mental_health_indicator","digital_habits_score","mental_health_score"
7.7,4,3.8,6.9,10,9,"High","Medium","Adequate",1,1,0.655,9
6.8,4,1.6,3.7,9,7,"High","Medium","Poor",1,1,0.533333333333333,8
7.4,4,4.1,6.8,8,9,"High","Medium","Adequate",1,1,0.6575,11
8.8,3,3.9,5.2,10,7,"Medium","High","Poor",0,1,0.635833333333333,7
7.2,5,3,6.1,9,8,"High","Medium","Adequate",1,1,0.665,9
7.8,4,3.9,5.8,9,8,"High","Medium","Poor",1,1,0.6625,9
8.4,2,2.4,6.7,8,9,"Low","High","Adequate",0,1,0.5,11
4.6,1,1.3,5.4,8,8,"Low","Medium","Poor",0,1,0.2675,10
5,5,1.8,4.2,10,6,"High","Medium","Poor",0,1,0.541666666666667,6
8.4,3,4.5,7.3,8,10,"Medium","High","Adequate",0,1,0.6475,12
6.4,2,1.4,6.4,8,9,"Low","Medium","Adequate",0,1,0.391666666666667,11
5.6,4,2.9,6.8,8,8,"High","Medium","Adequate",0,1,0.5475,10
9,1,1.8,7.4,8,10,"Low","High","Adequate",0,1,0.435,12
5.7,1,2.1,7.6,8,10,"Low","Medium","Adequate",0,1,0.3375,12
8.8,3,4.5,6.8,9,8,"Medium","High","Adequate",0,1,0.660833333333333,9
7.9,3,4,7,9,10,"Medium","Medium","Adequate",0,1,0.61,11
7.5,2,2.6,5.6,8,7,"Low","Medium","Poor",0,1,0.478333333333333,9
10.4,1,4.6,4.9,10,6,"Low","High","Poor",0,1,0.598333333333333,6
8.4,4,4.1,6.6,8,10,"High","High","Adequate",1,1,0.690833333333333,12
8.1,3,4.7,6.9,9,10,"Medium","High","Adequate",0,1,0.645833333333333,11
9.3,2,5.6,4.6,10,5,"Low","High","Poor",0,1,0.663333333333333,5
6.2,3,3.1,5.8,8,9,"Medium","Medium","Poor",0,1,0.515833333333333,11
3.9,2,1.2,6.3,8,10,"Low","Low","Adequate",0,1,0.3,12
10.3,1,3.9,5.5,10,7,"Low","High","Poor",0,1,0.565833333333333,7
6.6,5,3.8,6.4,8,9,"High","Medium","Adequate",1,1,0.678333333333333,11
6.1,3,3.2,4.3,8,6,"Medium","Medium","Poor",0,1,0.516666666666667,8
9.2,4,3.1,6.4,8,8,"High","High","Adequate",1,1,0.675833333333333,10
8,4,3.2,4.3,9,7,"High","High","Poor",1,1,0.64,8
6.1,1,2.9,4.2,8,6,"Low","Medium","Poor",0,1,0.384166666666667,8
5.6,4,2.9,6.3,8,10,"High","Medium","Adequate",0,1,0.5475,12
7.3,4,3.7,6.6,9,8,"High","Medium","Adequate",1,1,0.6375,9
7.2,5,1.9,4.4,8,8,"High","Medium","Poor",1,1,0.619166666666667,10
7.2,4,4.2,5.5,10,7,"High","Medium","Poor",1,1,0.655,7
8,5,3,4.5,9,7,"High","High","Poor",1,1,0.691666666666667,8
7.6,4,4,5.4,10,10,"High","Medium","Poor",1,1,0.66,10
8.9,2,2.8,6.1,9,10,"Low","High","Adequate",0,1,0.533333333333333,11
6,3,2,5.4,8,9,"Medium","Medium","Poor",0,1,0.463333333333333,11
4.3,2,1,4,8,8,"Low","Medium","Poor",0,1,0.305,10
9,4,3.1,6.6,9,7,"High","High","Adequate",1,1,0.669166666666667,8
6.6,5,3.1,4.6,8,8,"High","Medium","Poor",1,1,0.649166666666667,10
4.8,4,2,3.6,8,5,"High","Medium","Poor",0,1,0.483333333333333,7
5.5,3,2.6,5.5,8,8,"Medium","Medium","Poor",0,1,0.471666666666667,10
6.9,2,3.9,6,8,8,"Low","Medium","Adequate",0,1,0.5125,10
8.8,2,3.6,6.8,9,10,"Low","High","Adequate",0,1,0.563333333333333,11
8.3,2,4.7,6.5,10,8,"Low","High","Adequate",0,1,0.5925,8
8.3,1,3,7.3,8,10,"Low","High","Adequate",0,1,0.461666666666667,12
8.1,2,3.3,8.1,8,9,"Low","High","Good",0,1,0.5275,11
8.5,2,2.2,7.3,8,10,"Low","High","Adequate",0,1,0.495,12
6.6,1,3.1,3.4,10,7,"Low","Medium","Poor",0,1,0.409166666666667,7
4.7,3,2.5,5.5,10,7,"Medium","Medium","Poor",0,1,0.440833333333333,7
7.3,5,2.6,6.5,8,9,"High","Medium","Adequate",1,1,0.651666666666667,11
8.2,4,2.5,5.6,9,8,"High","High","Poor",1,1,0.6175,9
6.7,3,4,5,10,7,"Medium","Medium","Poor",0,1,0.57,7
6.6,5,3,6.5,8,7,"High","Medium","Adequate",1,1,0.645,9
5.1,1,2.9,3.6,10,7,"Low","Medium","Poor",0,1,0.350833333333333,7
3,5,0.9,3.9,8,8,"High","Low","Poor",0,1,0.4375,10
8.1,2,2.7,5.1,10,6,"Low","High","Poor",0,1,0.5025,6
6.3,3,2.6,6.1,10,8,"Medium","Medium","Adequate",0,1,0.498333333333333,8
7.2,1,3.5,5,8,7,"Low","Medium","Poor",0,1,0.445833333333333,9
8.1,5,4.4,5.5,8,7,"High","High","Poor",1,1,0.753333333333333,9
5.6,3,2,5.2,8,7,"Medium","Medium","Poor",0,1,0.45,9
7.1,1,3.3,4,9,6,"Low","Medium","Poor",0,1,0.434166666666667,7
6.9,2,3.5,7.6,8,10,"Low","Medium","Adequate",0,1,0.495833333333333,12
5.8,5,2,6.8,8,7,"High","Medium","Adequate",0,1,0.576666666666667,9
6.2,2,1.8,5.6,9,9,"Low","Medium","Poor",0,1,0.401666666666667,10
9.1,1,3.2,8.1,9,9,"Low","High","Good",0,1,0.496666666666667,10
6.5,4,1.4,5.7,8,10,"High","Medium","Poor",1,1,0.515,12
7.4,3,3.3,6.6,8,9,"Medium","Medium","Adequate",0,1,0.564166666666667,11
7.3,1,3.3,6.7,8,8,"Low","Medium","Adequate",0,1,0.440833333333333,10
6.4,5,2.9,3,10,4,"High","Medium","Poor",1,1,0.634166666666667,4
9.2,2,3.9,6.9,8,8,"Low","High","Adequate",0,1,0.589166666666667,10
8.3,1,3.2,3.5,10,4,"Low","High","Poor",0,1,0.47,4
6,4,3.1,6.8,8,10,"High","Medium","Adequate",0,1,0.569166666666667,12
6.2,1,3.7,7,8,8,"Low","Medium","Adequate",0,1,0.420833333333333,10
7.5,3,3.6,6.4,8,8,"Medium","Medium","Adequate",0,1,0.58,10
9.2,3,4.9,6.9,10,8,"Medium","High","Adequate",0,1,0.690833333333333,8
7.9,3,3.2,7,9,6,"Medium","Medium","Adequate",0,1,0.576666666666667,7
7.9,3,4.7,6.6,9,8,"Medium","Medium","Adequate",0,1,0.639166666666667,9
6.8,5,2.7,6.1,8,8,"High","Medium","Adequate",1,1,0.639166666666667,10
8.3,4,2.5,6.6,8,8,"High","High","Adequate",1,1,0.620833333333333,10
5.9,4,2.8,4.8,8,7,"High","Medium","Poor",0,1,0.553333333333333,9
9,2,5.4,7.3,8,6,"Low","High","Adequate",0,1,0.645,8
3.4,3,1.4,3.8,8,7,"Medium","Low","Poor",0,1,0.351666666666667,9
10.9,3,4.2,6.3,8,6,"Medium","High","Adequate",0,1,0.718333333333333,8
8.2,4,2.1,3.6,10,6,"High","High","Poor",1,1,0.600833333333333,6
8.7,3,3.3,6.5,8,8,"Medium","High","Adequate",0,1,0.6075,10
8,2,2.4,5.9,8,8,"Low","High","Poor",0,1,0.486666666666667,10
1.1,1,0.6,6.2,8,10,"Low","Low","Adequate",0,1,0.121666666666667,12
8,2,2.4,7.7,8,9,"Low","High","Adequate",0,1,0.486666666666667,11
8.4,5,2.8,5.6,8,7,"High","High","Poor",1,1,0.696666666666667,9
9.4,3,2.9,5.6,10,7,"Medium","High","Poor",0,1,0.614166666666667,7
8.3,5,4.6,8.1,8,9,"High","High","Good",1,1,0.768333333333333,11
9.5,4,4.6,7.7,8,10,"High","High","Adequate",1,1,0.748333333333333,12
7.6,5,3.8,4.5,9,6,"High","Medium","Poor",1,1,0.711666666666667,7
8.1,5,2.2,7.4,9,9,"High","High","Adequate",1,1,0.661666666666667,10
6.6,5,1.7,5.2,9,7,"High","Medium","Poor",1,1,0.590833333333333,8
4.9,2,2.9,5.9,8,9,"Low","Medium","Poor",0,1,0.404166666666667,11
3.7,3,1.4,4,10,8,"Medium","Low","Poor",0,1,0.361666666666667,8
9.4,4,4.7,5.7,9,7,"High","High","Poor",1,1,0.749166666666667,8
5.9,1,3.4,3.4,10,6,"Low","Medium","Poor",0,1,0.398333333333333,6
8.6,3,2.2,5.1,10,6,"Medium","High","Poor",0,1,0.558333333333333,6
9.7,2,3.4,6.9,8,8,"Low","High","Adequate",0,1,0.585,10
9.5,1,2.8,4.8,10,6,"Low","High","Poor",0,1,0.493333333333333,6
12,5,2.8,5.1,10,8,"High","High","Poor",1,1,0.816666666666667,8
5.9,5,2.6,6.2,10,10,"High","Medium","Adequate",0,1,0.605,10
9.2,1,5.3,7.2,9,9,"Low","High","Adequate",0,1,0.5875,10
7.5,4,4,5.1,8,5,"High","Medium","Poor",1,1,0.656666666666667,7
4.6,1,1.9,5.6,8,8,"Low","Medium","Poor",0,1,0.2925,10
5.2,3,3,3.7,9,6,"Medium","Medium","Poor",0,1,0.478333333333333,7
6.5,2,2.2,6.1,8,9,"Low","Medium","Adequate",0,1,0.428333333333333,11
4.1,1,1.3,4.4,9,9,"Low","Medium","Poor",0,1,0.250833333333333,10
6.5,1,3.5,5.4,8,9,"Low","Medium","Poor",0,1,0.4225,11
6.9,4,4.1,6.9,9,10,"High","Medium","Adequate",1,1,0.640833333333333,11
10.5,3,3.4,6.2,10,8,"Medium","High","Adequate",0,1,0.671666666666667,8
6.2,1,3.7,6.4,8,9,"Low","Medium","Adequate",0,1,0.420833333333333,11
6,5,1.5,4.3,8,8,"High","Medium","Poor",0,1,0.5625,10
8.3,2,3.3,3.8,10,5,"Low","High","Poor",0,1,0.534166666666667,5
6.7,4,4,4.9,10,7,"High","Medium","Poor",1,1,0.63,7
7.7,3,4.5,6.1,8,6,"Medium","Medium","Adequate",0,1,0.624166666666667,8
6.3,3,1.6,5.2,8,7,"Medium","Medium","Poor",0,1,0.456666666666667,9
7.4,1,1.6,5.9,9,8,"Low","Medium","Poor",0,1,0.373333333333333,9
8,1,2.7,3.3,10,6,"Low","High","Poor",0,1,0.439166666666667,6
4.9,4,1.5,5.6,8,8,"High","Medium","Poor",0,1,0.465833333333333,10
6,5,2.3,7.3,8,8,"High","Medium","Adequate",0,1,0.595833333333333,10
6.9,2,1.4,5.9,8,8,"Low","Medium","Poor",0,1,0.408333333333333,10
7.4,1,3.2,4.4,10,7,"Low","Medium","Poor",0,1,0.44,7
8,4,4.2,6.8,10,7,"High","High","Adequate",1,1,0.681666666666667,7
8.6,4,4.1,5.5,8,7,"High","High","Poor",1,1,0.6975,9
7.8,3,4.7,5,10,7,"Medium","Medium","Poor",0,1,0.635833333333333,7
6.1,1,2.3,4.6,8,7,"Low","Medium","Poor",0,1,0.359166666666667,9
7.8,2,4.2,6.4,9,8,"Low","Medium","Adequate",0,1,0.555,9
6.9,3,2.3,7.5,8,10,"Medium","Medium","Adequate",0,1,0.505833333333333,12
5.1,4,1.1,6.1,8,9,"High","Medium","Adequate",0,1,0.455833333333333,11
9.5,1,4.2,5.6,9,8,"Low","High","Poor",0,1,0.551666666666667,9
4.7,2,2.6,3,10,6,"Low","Medium","Poor",0,1,0.385,6
5.3,4,1.1,5,9,8,"High","Medium","Poor",0,1,0.4625,9
5.9,1,2.7,5.9,8,7,"Low","Medium","Poor",0,1,0.369166666666667,9
5.1,5,1.8,6.1,8,10,"High","Medium","Adequate",0,1,0.545,12
6.5,5,3.3,6.9,8,10,"High","Medium","Adequate",1,1,0.654166666666667,12
5.2,2,2.2,4,10,8,"Low","Medium","Poor",0,1,0.385,8
8.5,3,2.9,4.9,8,7,"Medium","High","Poor",0,1,0.584166666666667,9
10.3,2,4.9,6.8,10,6,"Low","High","Adequate",0,1,0.6675,6
9.9,3,4.3,6.7,9,8,"Medium","High","Adequate",0,1,0.689166666666667,9
7.5,2,3,4.9,10,8,"Low","Medium","Poor",0,1,0.495,8
7.9,3,3.8,7,8,9,"Medium","Medium","Adequate",0,1,0.601666666666667,11
7.1,2,4.1,3.5,10,5,"Low","Medium","Poor",0,1,0.5275,5
5.8,5,2,5.4,8,10,"High","Medium","Poor",0,1,0.576666666666667,12
10.4,4,4.6,4.3,10,6,"High","High","Poor",1,1,0.778333333333333,6
6.5,4,1.4,5.1,9,10,"High","Medium","Poor",1,1,0.515,11
7,4,3.1,5.1,10,7,"High","Medium","Poor",1,1,0.6025,7
6.8,5,1.9,6.4,9,10,"High","Medium","Adequate",1,1,0.605833333333333,11
8.8,4,3.6,6.2,10,8,"High","High","Adequate",1,1,0.683333333333333,8
4.8,5,1.3,5.1,8,8,"High","Medium","Poor",0,1,0.514166666666667,10
7.2,1,4,5.8,9,7,"Low","Medium","Poor",0,1,0.466666666666667,8
7.3,2,3.4,8.4,8,10,"Low","Medium","Good",0,1,0.505,12
5.8,4,3,6.3,9,10,"High","Medium","Adequate",0,1,0.558333333333333,11
10.7,2,4.8,6.3,10,7,"Low","High","Adequate",0,1,0.676666666666667,7
6.7,5,3.1,6.3,9,7,"High","Medium","Adequate",1,1,0.6525,8
5.2,3,3,6.8,8,9,"Medium","Medium","Adequate",0,1,0.478333333333333,11
4.8,2,1.9,6.4,8,9,"Low","Medium","Adequate",0,1,0.359166666666667,11
9.5,2,3.5,4.5,10,7,"Low","High","Poor",0,1,0.5825,7
9.2,1,4.3,7.7,8,9,"Low","High","Adequate",0,1,0.545833333333333,11
6.5,4,3.9,7.1,8,8,"High","Medium","Adequate",1,1,0.619166666666667,10
7.8,5,4.3,7.6,9,10,"High","Medium","Adequate",1,1,0.739166666666667,11
6.3,4,2.9,5.1,8,6,"High","Medium","Poor",1,1,0.570833333333333,8
5,4,2.1,6.4,8,10,"High","Medium","Adequate",0,1,0.494166666666667,12
7.2,4,4.1,7.2,8,9,"High","Medium","Adequate",1,1,0.650833333333333,11
8.1,2,3.1,8.6,8,9,"Low","High","Good",0,1,0.519166666666667,11
5.7,2,2,4.2,8,7,"Low","Medium","Poor",0,1,0.393333333333333,9
7.6,2,3.8,6.5,10,8,"Low","Medium","Adequate",0,1,0.531666666666667,8
6.3,5,2.5,6.3,8,9,"High","Medium","Adequate",1,1,0.614166666666667,11
6.7,2,3.7,6.3,10,9,"Low","Medium","Adequate",0,1,0.4975,9
8.9,3,2.3,7.7,8,10,"Medium","High","Adequate",0,1,0.5725,12
7.9,5,3.4,5,10,7,"High","Medium","Poor",1,1,0.705,7
7.4,1,3.2,6.2,9,9,"Low","Medium","Adequate",0,1,0.44,10
6.7,1,3.9,6.4,9,7,"Low","Medium","Adequate",0,1,0.445833333333333,8
9.3,1,1.9,4.2,10,8,"Low","High","Poor",0,1,0.449166666666667,8
8,5,2.5,6.5,8,6,"High","High","Adequate",1,1,0.670833333333333,8
8.3,4,3.2,5.6,8,7,"High","High","Poor",1,1,0.65,9
5.5,4,3,4.6,9,6,"High","Medium","Poor",0,1,0.548333333333333,7
7.4,4,3.6,7.6,9,9,"High","Medium","Adequate",1,1,0.636666666666667,10
7.5,2,2.8,5.9,8,8,"Low","Medium","Poor",0,1,0.486666666666667,10
7.6,4,3.2,5.4,10,8,"High","Medium","Poor",1,1,0.626666666666667,8
6.7,2,2.5,4.8,8,7,"Low","Medium","Poor",0,1,0.4475,9
5.8,5,1.6,5.2,8,10,"High","Medium","Poor",0,1,0.56,12
8.3,2,2.8,6.3,8,9,"Low","High","Adequate",0,1,0.513333333333333,11
7.3,5,4,6.6,8,9,"High","Medium","Adequate",1,1,0.71,11
6.7,3,2.3,5.4,8,8,"Medium","Medium","Poor",0,1,0.499166666666667,10
6.3,2,1.4,5.9,9,10,"Low","Medium","Poor",0,1,0.388333333333333,11
6.1,5,3.5,5.6,8,9,"High","Medium","Poor",1,1,0.649166666666667,11
6.1,5,1.8,3.8,10,6,"High","Medium","Poor",1,1,0.578333333333333,6
6.4,3,2.3,5,8,5,"Medium","Medium","Poor",0,1,0.489166666666667,7
10.2,2,5.2,7,8,8,"Low","High","Adequate",0,1,0.676666666666667,10
9.9,3,4.9,4.8,10,6,"Medium","High","Poor",0,1,0.714166666666667,6
9.9,4,4.3,7,9,8,"High","High","Adequate",1,1,0.749166666666667,9
5.7,2,2.7,5.7,9,10,"Low","Medium","Poor",0,1,0.4225,11
6.3,3,3.3,3.5,9,6,"Medium","Medium","Poor",0,1,0.5275,7
6.1,3,1.9,3.6,10,8,"Medium","Medium","Poor",0,1,0.4625,8
10,3,4.4,7,8,9,"Medium","High","Adequate",0,1,0.696666666666667,11
10,1,2.3,6.7,9,8,"Low","High","Adequate",0,1,0.489166666666667,9
4.5,3,2.2,4.1,8,7,"Medium","Medium","Poor",0,1,0.421666666666667,9
6.3,4,2.7,3.8,9,7,"High","Medium","Poor",1,1,0.5625,8
7.6,4,2.2,5.4,8,6,"High","Medium","Poor",1,1,0.585,8
9.2,2,3.9,6,9,8,"Low","High","Adequate",0,1,0.589166666666667,9
8.8,1,5.2,5.7,10,6,"Low","High","Poor",0,1,0.57,6
4.7,4,1.2,3.8,8,8,"High","Medium","Poor",0,1,0.446666666666667,10
8.5,1,2.8,6.6,9,8,"Low","High","Adequate",0,1,0.46,9
7.3,5,3.3,6.2,10,8,"High","Medium","Adequate",1,1,0.680833333333333,8
2.9,4,1.2,3.4,8,9,"High","Low","Poor",0,1,0.386666666666667,11
5.9,1,1.5,5.5,8,8,"Low","Medium","Poor",0,1,0.319166666666667,10
7.1,1,2.6,4.9,9,8,"Low","Medium","Poor",0,1,0.405,9
7.7,5,3.5,5.6,8,7,"High","Medium","Poor",1,1,0.7025,9
8.5,1,2.5,5,9,7,"Low","High","Poor",0,1,0.4475,8
5.6,3,3.2,7.2,8,9,"Medium","Medium","Adequate",0,1,0.5,11
6.9,2,4.1,6.8,9,10,"Low","Medium","Adequate",0,1,0.520833333333333,11
8.1,2,1.7,6.3,9,8,"Low","High","Adequate",0,1,0.460833333333333,9
3.5,4,1.8,3.8,10,7,"High","Low","Poor",0,1,0.431666666666667,7
5.6,2,3.3,4.7,9,8,"Low","Medium","Poor",0,1,0.444166666666667,9
6.9,2,2,5.7,8,6,"Low","Medium","Poor",0,1,0.433333333333333,8
7.8,1,4.3,5.9,9,7,"Low","Medium","Poor",0,1,0.499166666666667,8
4.6,1,1.7,3.9,8,9,"Low","Medium","Poor",0,1,0.284166666666667,11
5.8,2,2.4,6.4,10,10,"Low","Medium","Adequate",0,1,0.413333333333333,10
6.9,5,3.9,7.3,9,9,"High","Medium","Adequate",1,1,0.6925,10
8.3,3,3.5,4.7,9,5,"Medium","High","Poor",0,1,0.6025,6
6.4,2,2.3,5.4,10,10,"Low","Medium","Poor",0,1,0.429166666666667,10
5.2,5,1.7,4.5,10,8,"High","Medium","Poor",0,1,0.544166666666667,8
7,3,3.4,5.3,9,8,"Medium","Medium","Poor",0,1,0.555,9
5.5,5,2.1,4.6,8,6,"High","Medium","Poor",0,1,0.570833333333333,8
7.5,5,3.8,6,9,9,"High","Medium","Adequate",1,1,0.708333333333333,10
8.4,3,3.8,6.5,9,8,"Medium","High","Adequate",0,1,0.618333333333333,9
8,3,4.3,5.4,8,8,"Medium","High","Poor",0,1,0.625833333333333,10
3.6,1,2.1,4.5,10,7,"Low","Low","Poor",0,1,0.2675,7
6.1,4,3.4,6,8,8,"High","Medium","Adequate",1,1,0.585,10
