"screen_time_hours","social_media_platforms_used","hours_on_TikTok","sleep_hours","stress_level","mood_score","social_media_category","screen_time_category","sleep_quality","digital_intensity","mental_health_indicator","digital_habits_score","mental_health_score"
6.6,5,3.1,4.6,8,8,"High","Medium","Poor",1,1,0.649166666666667,10
6.8,4,3.9,7.5,7,9,"High","Medium","Adequate",1,0,0.629166666666667,12
7.6,5,2.1,8.5,5,10,"High","Medium","Good",1,0,0.640833333333333,15
7.3,5,3.4,6.2,7,7,"High","Medium","Adequate",1,0,0.685,10
7.3,5,2.6,6.5,8,9,"High","Medium","Adequate",1,1,0.651666666666667,11
8.2,4,2.5,5.6,9,8,"High","High","Poor",1,1,0.6175,9
6.6,5,3,6.5,8,7,"High","Medium","Adequate",1,1,0.645,9
10.2,5,2.2,7.4,7,10,"High","High","Adequate",1,0,0.731666666666667,13
5.9,5,2.9,6.9,6,10,"High","Medium","Adequate",0,0,0.6175,14
8,4,3.7,7.7,7,10,"High","High","Adequate",1,0,0.660833333333333,13
7.2,5,4.3,9.1,6,10,"High","Medium","Good",1,0,0.719166666666667,14
12,5,2.9,8.4,7,10,"High","High","Good",1,0,0.820833333333333,13
8.1,5,4.4,5.5,8,7,"High","High","Poor",1,1,0.753333333333333,9
8.6,5,3.1,9.9,6,10,"High","High","Good",1,0,0.715833333333333,14
6.4,5,2.9,3,10,4,"High","Medium","Poor",1,1,0.634166666666667,4
5.5,5,2.9,7.8,5,10,"High","Medium","Adequate",0,0,0.604166666666667,15
9.2,4,2.7,8.9,6,10,"High","High","Good",1,0,0.659166666666667,14
9.2,3,4.9,6.9,10,8,"Medium","High","Adequate",0,1,0.690833333333333,8
7.9,3,4.7,6.6,9,8,"Medium","Medium","Adequate",0,1,0.639166666666667,9
6.8,5,2.7,6.1,8,8,"High","Medium","Adequate",1,1,0.639166666666667,10
8.3,4,2.5,6.6,8,8,"High","High","Adequate",1,1,0.620833333333333,10
9.5,3,4.3,8.3,6,10,"Medium","High","Good",0,0,0.675833333333333,14
9,2,5.4,7.3,8,6,"Low","High","Adequate",0,1,0.645,8
10.9,3,4.2,6.3,8,6,"Medium","High","Adequate",0,1,0.718333333333333,8
8.2,4,2.1,3.6,10,6,"High","High","Poor",1,1,0.600833333333333,6
8.7,3,3.3,6.5,8,8,"Medium","High","Adequate",0,1,0.6075,10
6.9,5,1.9,7.6,6,10,"High","Medium","Adequate",1,0,0.609166666666667,14
6.2,5,2.9,6.1,5,8,"High","Medium","Adequate",1,0,0.6275,13
8.4,5,2.8,5.6,8,7,"High","High","Poor",1,1,0.696666666666667,9
9.4,3,2.9,5.6,10,7,"Medium","High","Poor",0,1,0.614166666666667,7
9.7,5,2.3,9.2,5,10,"High","High","Good",1,0,0.719166666666667,15
8.3,5,4.6,8.1,8,9,"High","High","Good",1,1,0.768333333333333,11
9.5,4,4.6,7.7,8,10,"High","High","Adequate",1,1,0.748333333333333,12
7.6,5,3.8,4.5,9,6,"High","Medium","Poor",1,1,0.711666666666667,7
8.1,5,2.2,7.4,9,9,"High","High","Adequate",1,1,0.661666666666667,10
5.7,5,2.7,6.7,5,10,"High","Medium","Adequate",0,0,0.6025,15
9.4,4,4.7,5.7,9,7,"High","High","Poor",1,1,0.749166666666667,8
7.2,4,3.8,8.5,6,10,"High","Medium","Good",1,0,0.638333333333333,14
7.7,5,2.1,8.3,6,10,"High","Medium","Good",1,0,0.644166666666667,14
6.4,5,2.2,6,7,8,"High","Medium","Adequate",1,0,0.605,11
12,5,2.8,5.1,10,8,"High","High","Poor",1,1,0.816666666666667,8
5.9,5,2.6,6.2,10,10,"High","Medium","Adequate",0,1,0.605,10
9.2,3,5.4,9,6,10,"Medium","High","Good",0,0,0.711666666666667,14
7.5,4,4,5.1,8,5,"High","Medium","Poor",1,1,0.656666666666667,7
6.9,4,4.1,6.9,9,10,"High","Medium","Adequate",1,1,0.640833333333333,11
10.5,3,3.4,6.2,10,8,"Medium","High","Adequate",0,1,0.671666666666667,8
6.7,4,4,4.9,10,7,"High","Medium","Poor",1,1,0.63,7
7.7,3,4.5,6.1,8,6,"Medium","Medium","Adequate",0,1,0.624166666666667,8
6.4,5,2.5,8.1,5,10,"High","Medium","Good",1,0,0.6175,15
7.8,5,3.8,8.7,3,10,"High","Medium","Good",1,0,0.718333333333333,17
5.4,5,3.1,7.7,5,10,"High","Medium","Adequate",0,0,0.609166666666667,15
7.3,4,4.1,6.8,6,8,"High","Medium","Adequate",1,0,0.654166666666667,12
8,4,3.2,7,7,9,"High","High","Adequate",1,0,0.64,12
8,4,4.2,6.8,10,7,"High","High","Adequate",1,1,0.681666666666667,7
8.6,4,4.1,5.5,8,7,"High","High","Poor",1,1,0.6975,9
7.4,5,1.9,8.6,4,10,"High","Medium","Good",1,0,0.625833333333333,16
7.8,3,4.7,5,10,7,"Medium","Medium","Poor",0,1,0.635833333333333,7
6.6,4,3.6,7.1,7,9,"High","Medium","Adequate",1,0,0.61,12
5.7,5,3.2,6.2,6,9,"High","Medium","Adequate",0,0,0.623333333333333,13
5.8,5,3.1,7.2,6,10,"High","Medium","Adequate",0,0,0.6225,14
6.5,5,3.3,6.9,8,10,"High","Medium","Adequate",1,1,0.654166666666667,12
6.9,5,3.5,8.5,6,10,"High","Medium","Good",1,0,0.675833333333333,14
10.3,2,4.9,6.8,10,6,"Low","High","Adequate",0,1,0.6675,6
9.9,3,4.3,6.7,9,8,"Medium","High","Adequate",0,1,0.689166666666667,9
7.9,3,3.8,7,8,9,"Medium","Medium","Adequate",0,1,0.601666666666667,11
6.7,5,2.3,6.6,5,8,"High","Medium","Adequate",1,0,0.619166666666667,13
10.4,4,4.6,4.3,10,6,"High","High","Poor",1,1,0.778333333333333,6
7,4,3.1,5.1,10,7,"High","Medium","Poor",1,1,0.6025,7
6.8,5,1.9,6.4,9,10,"High","Medium","Adequate",1,1,0.605833333333333,11
8.8,4,3.6,6.2,10,8,"High","High","Adequate",1,1,0.683333333333333,8
8.4,4,3.4,9.1,4,10,"High","High","Good",1,0,0.661666666666667,16
6,5,3.1,7.6,4,9,"High","Medium","Adequate",0,0,0.629166666666667,15
10.7,2,4.8,6.3,10,7,"Low","High","Adequate",0,1,0.676666666666667,7
8.8,4,3.9,8,7,10,"High","High","Good",1,0,0.695833333333333,13
6.7,5,3.1,6.3,9,7,"High","Medium","Adequate",1,1,0.6525,8
7.8,5,2,7.6,6,10,"High","Medium","Adequate",1,0,0.643333333333333,14
6.5,5,3.4,9,6,10,"High","Medium","Good",1,0,0.658333333333333,14
7.5,5,3.7,8.3,6,9,"High","Medium","Good",1,0,0.704166666666667,13
12,4,3.2,8.5,7,10,"High","High","Good",1,0,0.773333333333333,13
8.7,5,2.1,8.1,5,10,"High","High","Good",1,0,0.6775,15
6.5,4,3.9,7.1,8,8,"High","Medium","Adequate",1,1,0.619166666666667,10
7.8,5,4.3,7.6,9,10,"High","Medium","Adequate",1,1,0.739166666666667,11
7.2,4,4.1,7.2,8,9,"High","Medium","Adequate",1,1,0.650833333333333,11
6.3,5,2.5,6.3,8,9,"High","Medium","Adequate",1,1,0.614166666666667,11
8.9,4,4.8,10,7,10,"High","High","Good",1,0,0.736666666666667,13
7.9,5,3.4,5,10,7,"High","Medium","Poor",1,1,0.705,7
7.6,3,4.1,7.8,7,10,"Medium","Medium","Adequate",0,0,0.604166666666667,13
8.2,4,3.1,7.9,5,10,"High","High","Adequate",1,0,0.6425,15
8,5,2.5,6.5,8,6,"High","High","Adequate",1,1,0.670833333333333,8
6.1,5,3.3,7.3,6,10,"High","Medium","Adequate",1,0,0.640833333333333,14
8.3,4,3.2,5.6,8,7,"High","High","Poor",1,1,0.65,9
7.4,4,3.6,7.6,9,9,"High","Medium","Adequate",1,1,0.636666666666667,10
7.6,4,3.2,5.4,10,8,"High","Medium","Poor",1,1,0.626666666666667,8
7.3,5,4,6.6,8,9,"High","Medium","Adequate",1,1,0.71,11
6.1,5,3.5,5.6,8,9,"High","Medium","Poor",1,1,0.649166666666667,11
10.2,2,5.2,7,8,8,"Low","High","Adequate",0,1,0.676666666666667,10
9.9,3,4.9,4.8,10,6,"Medium","High","Poor",0,1,0.714166666666667,6
9.9,4,4.3,7,9,8,"High","High","Adequate",1,1,0.749166666666667,9
7.8,5,4.6,9.8,3,10,"High","Medium","Good",1,0,0.751666666666667,17
10,3,4.4,7,8,9,"Medium","High","Adequate",0,1,0.696666666666667,11
7.4,4,4.4,7,7,8,"High","Medium","Adequate",1,0,0.67,11
8,5,1.8,8.7,5,10,"High","High","Good",1,0,0.641666666666667,15
8.5,5,2.2,7.1,6,9,"High","High","Adequate",1,0,0.675,13
7.5,5,1.9,5.7,7,9,"High","Medium","Poor",1,0,0.629166666666667,12
6.1,5,3.6,8.3,5,10,"High","Medium","Good",1,0,0.653333333333333,15
9.6,5,4.4,9,5,10,"High","High","Good",1,0,0.803333333333333,15
7.3,5,3.3,6.2,10,8,"High","Medium","Adequate",1,1,0.680833333333333,8
10.4,2,4.5,8.6,5,10,"Low","High","Good",0,0,0.654166666666667,15
8.2,3,3.8,7.6,7,9,"Medium","High","Adequate",0,0,0.611666666666667,12
7.9,4,4.4,8.9,6,10,"High","Medium","Good",1,0,0.686666666666667,14
7.7,5,3.5,5.6,8,7,"High","Medium","Poor",1,1,0.7025,9
7.1,4,3.8,6.6,7,10,"High","Medium","Adequate",1,0,0.635,13
6.9,5,3.9,7.3,9,9,"High","Medium","Adequate",1,1,0.6925,10
8.3,3,3.5,4.7,9,5,"Medium","High","Poor",0,1,0.6025,6
7.5,5,3.8,6,9,9,"High","Medium","Adequate",1,1,0.708333333333333,10
8.4,3,3.8,6.5,9,8,"Medium","High","Adequate",0,1,0.618333333333333,9
8,3,4.3,5.4,8,8,"Medium","High","Poor",0,1,0.625833333333333,10
6.4,5,3.8,4.8,10,7,"High","Medium","Poor",1,1,0.671666666666667,7
8.4,5,4.1,5.9,9,8,"High","High","Poor",1,1,0.750833333333333,9
9.8,5,5,5.9,9,8,"High","High","Poor",1,1,0.835,9
6.2,5,2.3,8.7,3,10,"High","Medium","Good",1,0,0.6025,17
7.9,4,3.9,8,7,10,"High","Medium","Good",1,0,0.665833333333333,13
9.2,4,2.7,6.6,8,7,"High","High","Adequate",1,1,0.659166666666667,9
6.2,5,2.9,4.6,7,5,"High","Medium","Poor",1,1,0.6275,8
8.2,5,2.8,6.1,8,6,"High","High","Adequate",1,1,0.69,8
7.3,5,3.4,7.1,7,10,"High","Medium","Adequate",1,0,0.685,13
10.6,3,5.5,9,6,10,"Medium","High","Good",0,0,0.7625,14
8.4,5,2.8,6.7,8,8,"High","High","Adequate",1,1,0.696666666666667,10
6.6,5,3.3,9.8,5,10,"High","Medium","Good",1,0,0.6575,15
7.2,5,3.2,9.3,6,10,"High","Medium","Good",1,0,0.673333333333333,14
9.9,5,3.1,7.4,7,8,"High","High","Adequate",1,0,0.759166666666667,11
5.7,5,3.2,5.7,8,8,"High","Medium","Poor",0,1,0.623333333333333,10
7.9,4,2.5,6.6,6,8,"High","Medium","Adequate",1,0,0.6075,12
10.4,3,3.9,9.3,7,9,"Medium","High","Good",0,0,0.689166666666667,12
8.9,3,4.9,8.7,6,10,"Medium","High","Good",0,0,0.680833333333333,14
9.4,5,2.5,6.4,8,9,"High","High","Adequate",1,1,0.7175,11
9.8,1,5.3,6.7,10,6,"Low","High","Adequate",0,1,0.6075,6
8.9,5,2.4,6.9,7,10,"High","High","Adequate",1,0,0.696666666666667,13
6,5,2.5,9.4,3,10,"High","Medium","Good",0,0,0.604166666666667,17
8,4,3.7,6.6,9,10,"High","High","Adequate",1,1,0.660833333333333,11
8.1,4,4.1,8.5,6,9,"High","High","Good",1,0,0.680833333333333,13
7.8,4,3.5,5.9,10,7,"High","Medium","Poor",1,1,0.645833333333333,7
8.4,5,3.8,8.9,7,9,"High","High","Good",1,0,0.738333333333333,12
6.8,5,2.9,7,6,9,"High","Medium","Adequate",1,0,0.6475,13
8.2,5,4.9,9.1,5,10,"High","High","Good",1,0,0.7775,15
8.3,3,3.7,4.3,10,6,"Medium","High","Poor",0,1,0.610833333333333,6
9.8,4,3,5.3,9,8,"High","High","Poor",1,1,0.691666666666667,9
7,5,1.8,5.5,8,8,"High","Medium","Poor",1,1,0.608333333333333,10
8.5,5,1.9,5.3,9,9,"High","High","Poor",1,1,0.6625,10
8.5,4,2.7,7.2,7,8,"High","High","Adequate",1,0,0.635833333333333,11
8.4,4,3.6,6.4,9,9,"High","High","Adequate",1,1,0.67,10
6.3,5,3.3,7.5,8,10,"High","Medium","Adequate",1,1,0.6475,12
7.6,5,3.4,5.1,9,6,"High","Medium","Poor",1,1,0.695,7
8,5,1.9,6.1,7,8,"High","High","Adequate",1,0,0.645833333333333,11
6.9,5,3.1,7,7,10,"High","Medium","Adequate",1,0,0.659166666666667,13
8.9,4,1.9,7,7,8,"High","High","Adequate",1,0,0.615833333333333,11
7.5,4,2.7,8.5,4,10,"High","Medium","Good",1,0,0.6025,16
8.5,5,2.9,7.2,8,9,"High","High","Adequate",1,1,0.704166666666667,11
9.5,3,3.1,5.2,10,8,"Medium","High","Poor",0,1,0.625833333333333,8
6.5,5,2.3,9.1,5,10,"High","Medium","Good",1,0,0.6125,15
6.1,5,2.8,5.8,7,7,"High","Medium","Poor",1,0,0.62,10
6.8,5,2.3,4.9,9,7,"High","Medium","Poor",1,1,0.6225,8
7.9,5,2.8,8.4,6,10,"High","Medium","Good",1,0,0.68,14
8.7,4,5.1,8.3,7,7,"High","High","Good",1,0,0.7425,10
10.1,3,3.4,7.4,8,8,"Medium","High","Adequate",0,1,0.658333333333333,10
9.1,2,4.3,7.4,8,8,"Low","High","Adequate",0,1,0.6025,10
8.2,4,3.4,6.9,5,8,"High","High","Adequate",1,0,0.655,13
8,5,2.4,4.9,8,5,"High","High","Poor",1,1,0.666666666666667,7
5.8,5,2.6,5.9,7,10,"High","Medium","Poor",0,0,0.601666666666667,13
9.6,3,4.1,5.7,9,7,"Medium","High","Poor",0,1,0.670833333333333,8
7.4,4,3.7,7.8,7,8,"High","Medium","Adequate",1,0,0.640833333333333,11
7.3,5,2.7,8,5,10,"High","Medium","Good",1,0,0.655833333333333,15
7.3,5,3.1,7.2,6,9,"High","Medium","Adequate",1,0,0.6725,13
9,5,4.3,9.2,6,10,"High","High","Good",1,0,0.779166666666667,14
9.6,3,2.7,7.9,8,10,"Medium","High","Adequate",0,1,0.6125,12
9.3,3,4.7,6.7,7,8,"Medium","High","Adequate",0,0,0.685833333333333,11
8.2,5,1.7,6,8,8,"High","High","Adequate",1,1,0.644166666666667,10
7.9,5,2.5,5.1,7,5,"High","Medium","Poor",1,1,0.6675,8
7.8,5,4,8.5,9,10,"High","Medium","Good",1,1,0.726666666666667,11
8.2,4,3.8,6.2,9,7,"High","High","Adequate",1,1,0.671666666666667,8
10,5,5.2,6.8,9,6,"High","High","Adequate",1,1,0.85,7
10.1,2,3.7,8.1,6,9,"Low","High","Good",0,0,0.610833333333333,13
8.3,3,3.6,6.9,7,8,"Medium","High","Adequate",0,0,0.606666666666667,11
9.2,4,4.1,7.7,9,10,"High","High","Adequate",1,1,0.7175,11
9.5,4,4.6,8.5,7,10,"High","High","Good",1,0,0.748333333333333,13
9.1,3,5.1,7.6,8,8,"Medium","High","Adequate",0,1,0.695833333333333,10
7.8,4,4.5,8.3,5,10,"High","Medium","Good",1,0,0.6875,15
8,4,3.2,6.7,6,7,"High","High","Adequate",1,0,0.64,11
9,5,5,6.1,8,7,"High","High","Adequate",1,1,0.808333333333333,9
6.1,5,3.6,6.5,8,10,"High","Medium","Adequate",1,1,0.653333333333333,12
8.1,4,3.9,7.3,10,9,"High","High","Adequate",1,1,0.6725,9
7,5,2.9,10,6,10,"High","Medium","Good",1,0,0.654166666666667,14
7.4,4,4.1,7.4,6,10,"High","Medium","Adequate",1,0,0.6575,14
6.7,5,2.4,9.2,4,10,"High","Medium","Good",1,0,0.623333333333333,16
7,4,3.7,9.5,6,10,"High","Medium","Good",1,0,0.6275,14
7.8,5,3.6,6.9,5,8,"High","Medium","Adequate",1,0,0.71,13
7.9,5,2.9,6.1,8,10,"High","Medium","Adequate",1,1,0.684166666666667,12
7.2,4,3.8,5.4,10,8,"High","Medium","Poor",1,1,0.638333333333333,8
6.7,5,2.6,6.3,9,10,"High","Medium","Adequate",1,1,0.631666666666667,11
7.5,5,3.6,6.3,8,9,"High","Medium","Adequate",1,1,0.7,11
8.1,5,1.9,7.4,6,9,"High","High","Adequate",1,0,0.649166666666667,13
8.8,5,2.5,5.3,9,7,"High","High","Poor",1,1,0.6975,8
7.1,5,3.2,8,6,10,"High","Medium","Good",1,0,0.67,14
8.5,4,2.9,6.4,8,8,"High","High","Adequate",1,1,0.644166666666667,10
8.3,4,4.3,7,7,7,"High","High","Adequate",1,0,0.695833333333333,10
6.1,5,2.6,9.8,4,10,"High","Medium","Good",1,0,0.611666666666667,16
8,3,4.4,4.1,10,5,"Medium","High","Poor",0,1,0.63,5
10.7,5,3.3,5.4,10,6,"High","High","Poor",1,1,0.794166666666667,6
7.3,4,3.4,6.2,9,7,"High","Medium","Adequate",1,1,0.625,8
7.3,5,3.9,6.2,8,9,"High","Medium","Adequate",1,1,0.705833333333333,11
6.8,5,3.9,4.1,8,5,"High","Medium","Poor",1,1,0.689166666666667,7
7,5,3.2,7,7,10,"High","Medium","Adequate",1,0,0.666666666666667,13
9.1,4,2.5,9.7,5,8,"High","High","Good",1,0,0.6475,13
9.1,4,4.9,6.7,9,8,"High","High","Adequate",1,1,0.7475,9
9.3,4,4,4.6,10,5,"High","High","Poor",1,1,0.716666666666667,5
8.3,3,4.3,5.1,8,6,"Medium","High","Poor",0,1,0.635833333333333,8
6.5,5,3.2,10,5,10,"High","Medium","Good",1,0,0.65,15
8.6,4,5,6.1,9,7,"High","High","Adequate",1,1,0.735,8
9.3,5,3.1,7.2,7,10,"High","High","Adequate",1,0,0.739166666666667,13
7.3,5,3.3,7.3,7,9,"High","Medium","Adequate",1,0,0.680833333333333,12
8.3,4,3.9,4.6,9,4,"High","High","Poor",1,1,0.679166666666667,5
6.6,5,2.6,5.8,6,8,"High","Medium","Poor",1,0,0.628333333333333,12
11.1,3,5.4,5.1,10,6,"Medium","High","Poor",0,1,0.775,6
5.5,5,3,6.3,7,9,"High","Medium","Adequate",0,0,0.608333333333333,12
6.5,5,3.3,5.9,7,8,"High","Medium","Poor",1,0,0.654166666666667,11
5.6,5,3.1,5.2,9,7,"High","Medium","Poor",0,1,0.615833333333333,8
7.3,5,1.7,10,4,10,"High","Medium","Good",1,0,0.614166666666667,16
7.7,3,4.4,7.3,8,9,"Medium","Medium","Adequate",0,1,0.62,11
9.3,3,4.6,6.5,9,9,"Medium","High","Adequate",0,1,0.681666666666667,10
9.5,2,5.6,5.8,8,6,"Low","High","Poor",0,1,0.67,8
7.5,5,3.6,6.3,10,7,"High","Medium","Adequate",1,1,0.7,7
9.6,4,5.1,4,10,5,"High","High","Poor",1,1,0.7725,5
6.9,5,3,5.4,9,9,"High","Medium","Poor",1,1,0.655,10
6.2,5,2.7,5.9,9,8,"High","Medium","Poor",1,1,0.619166666666667,9
10,4,4.4,7,8,7,"High","High","Adequate",1,1,0.756666666666667,9
10.2,4,4.4,6.8,9,8,"High","High","Adequate",1,1,0.763333333333333,9
5.7,5,3.1,5.7,7,8,"High","Medium","Poor",0,0,0.619166666666667,11
